gender_male,height,weight,age,bmi,bsa,front_shoulder_width_px_ratio,front_chest_width_px_ratio,front_waist_width_px_ratio,front_hip_width_px_ratio,front_arm_length_px_ratio,front_torso_length_px_ratio,front_leg_length_px_ratio,side_chest_depth_px_ratio,side_waist_depth_px_ratio,side_hip_depth_px_ratio,side_thigh_depth_px_ratio,side_neck_depth_px_ratio,target_chest,target_waist,target_hip,target_shoulderWidth,target_neck,target_upperArm,target_armLength,target_wrist,target_thigh,target_inseam,target_outseam,target_torsoLength,target_height
0,168.5,71.2,50,25.07,1.825,0.23641,0.17273,0.17147,0.20983,0.31935,0.35926,0.59877,0.14682,0.11183,0.17168,0.04821,0.06036,92.6,80.0,102.3,40.4,36.0,27.3,54.5,16.1,27.2,75.0,102.2,61.3,168.5
0,167.9,79.6,34,28.26,1.927,0.24468,0.17546,0.16313,0.21304,0.32764,0.36859,0.61432,0.14914,0.10639,0.17431,0.04598,0.06269,92.3,74.7,101.9,41.0,36.7,26.4,54.9,16.2,25.5,75.5,102.9,61.7,167.9
0,162.4,47.4,46,17.97,1.461,0.22943,0.16362,0.16396,0.19896,0.31691,0.35652,0.5942,0.13908,0.10693,0.16279,0.04321,0.05804,83.3,72.6,92.1,37.2,32.8,23.0,51.3,14.9,23.1,70.6,96.3,57.8,162.4
0,150.5,61.1,57,26.98,1.598,0.2366,0.17251,0.16005,0.20907,0.32049,0.36055,0.60092,0.14664,0.10438,0.17106,0.0434,0.06034,80.5,64.9,88.7,35.1,31.3,23.5,47.6,14.0,21.3,65.5,89.3,53.6,150.5
0,182.9,80.3,27,24.02,2.019,0.23627,0.17221,0.15809,0.20951,0.31825,0.35803,0.59672,0.14638,0.1031,0.17142,0.04499,0.06039,100.8,80.5,111.5,44.0,39.3,26.5,59.3,17.5,27.7,81.5,111.2,66.7,182.9
0,174.4,84.5,35,27.79,2.023,0.2374,0.18284,0.17716,0.22218,0.31735,0.35702,0.59503,0.15541,0.11554,0.18178,0.05145,0.06086,99.3,83.6,109.7,41.0,36.7,29.1,54.8,16.3,29.4,75.4,102.8,61.7,174.4
0,167.4,78.7,64,28.09,1.914,0.23687,0.17696,0.1735,0.21485,0.3174,0.35707,0.59512,0.15042,0.11315,0.17579,0.04994,0.06067,94.9,80.9,104.8,40.5,36.2,28.6,54.2,16.0,28.2,74.5,101.6,61.0,167.4
0,157.4,60.2,69,24.32,1.623,0.2388,0.17159,0.1551,0.20826,0.32475,0.36534,0.6089,0.14585,0.10115,0.1704,0.04217,0.0608,83.9,65.9,92.5,37.1,33.0,22.8,50.5,14.8,21.7,69.5,94.7,56.8,157.4
0,161.7,56.8,30,21.71,1.597,0.2337,0.16329,0.15427,0.19839,0.31953,0.35948,0.59913,0.1388,0.10061,0.16232,0.04035,0.05937,81.7,67.1,90.2,37.2,33.0,22.3,50.9,14.9,21.2,69.9,95.4,57.2,161.7
0,158.8,69.2,44,27.46,1.748,0.23518,0.16874,0.16788,0.20468,0.31695,0.35657,0.59428,0.14343,0.10949,0.16746,0.04596,0.0601,85.0,73.6,93.8,37.7,33.7,26.2,50.8,15.0,24.4,69.9,95.3,57.2,158.8
0,171.1,69.7,27,23.8,1.82,0.24689,0.17633,0.18207,0.21431,0.33436,0.37615,0.62692,0.14988,0.11874,0.17534,0.05083,0.06297,93.1,83.6,102.8,41.5,36.9,27.9,56.2,16.5,28.2,77.2,105.3,63.2,171.1
0,164.3,56.0,49,20.73,1.598,0.22848,0.17277,0.16148,0.20998,0.31296,0.35208,0.5868,0.14685,0.10531,0.1718,0.04546,0.058,91.3,74.2,100.9,38.4,34.1,24.3,52.7,15.4,25.3,72.4,98.7,59.2,164.3
0,157.2,50.8,58,20.56,1.489,0.23718,0.16471,0.15733,0.2001,0.32584,0.36657,0.61095,0.14,0.10261,0.16372,0.0412,0.06014,80.0,66.5,88.4,36.7,32.5,22.1,50.4,14.7,21.1,69.3,94.5,56.7,157.2
0,159.3,47.5,62,18.71,1.449,0.23848,0.16709,0.14173,0.20311,0.32906,0.37019,0.61698,0.14202,0.09243,0.16618,0.03736,0.06036,81.9,60.4,90.5,37.2,32.9,19.5,51.3,14.9,19.3,70.6,96.2,57.7,159.3
0,170.1,63.8,20,22.05,1.737,0.23839,0.16553,0.16182,0.20122,0.32461,0.36519,0.60865,0.1407,0.10553,0.16463,0.0434,0.06067,88.0,74.8,97.3,40.3,35.8,24.5,54.9,16.1,24.3,75.5,103.0,61.8,170.1
0,173.4,87.2,39,29.0,2.049,0.23783,0.17228,0.17434,0.2093,0.31695,0.35657,0.59428,0.14644,0.1137,0.17125,0.049,0.06105,94.1,82.8,103.9,41.4,37.1,29.2,55.1,16.4,28.2,75.8,103.3,62.0,173.4
0,172.9,74.1,44,24.78,1.886,0.23992,0.1691,0.16356,0.20552,0.32375,0.36422,0.60703,0.14373,0.10667,0.16816,0.04486,0.06128,91.4,76.9,101.0,41.3,36.8,25.9,55.7,16.4,25.5,76.6,104.5,62.7,172.9
0,167.6,61.8,20,21.98,1.696,0.22773,0.15519,0.15316,0.18861,0.31045,0.34925,0.58209,0.13191,0.09989,0.15432,0.03951,0.05793,82.5,70.8,91.1,38.5,34.2,23.3,52.5,15.4,22.1,72.2,98.5,59.1,167.6
0,160.8,71.3,50,27.57,1.784,0.24314,0.18829,0.17592,0.22844,0.32728,0.36819,0.61366,0.16004,0.11473,0.18691,0.05042,0.06216,91.5,74.3,100.9,37.6,33.6,26.4,50.6,14.9,25.8,69.6,94.9,57.0,160.8
0,142.0,42.1,19,20.87,1.288,0.22673,0.15003,0.14767,0.18207,0.31293,0.35204,0.58674,0.12752,0.09631,0.14896,0.03629,0.05738,67.5,57.8,74.5,32.5,28.7,20.3,44.8,13.0,17.2,61.6,84.1,50.4,142.0
0,164.5,66.2,28,24.44,1.739,0.24301,0.17215,0.17934,0.20907,0.32939,0.37056,0.61761,0.14632,0.11696,0.17106,0.04891,0.06196,87.3,79.0,96.3,39.2,34.9,27.0,53.1,15.6,26.1,73.1,99.6,59.8,164.5
0,162.5,61.6,63,23.32,1.667,0.23329,0.16054,0.16941,0.19499,0.31746,0.35714,0.59523,0.13646,0.11049,0.15953,0.04477,0.05938,82.9,76.0,91.5,38.3,34.1,25.7,52.2,15.3,24.3,71.7,97.8,58.7,162.5
0,163.5,73.3,27,27.45,1.825,0.24299,0.17374,0.17694,0.21086,0.32678,0.36763,0.61272,0.14768,0.1154,0.17252,0.04852,0.06215,87.1,77.2,96.1,38.8,34.6,27.2,52.2,15.4,25.6,71.7,97.8,58.7,163.5
0,162.9,48.8,56,18.39,1.486,0.24229,0.17307,0.15874,0.21043,0.33421,0.37599,0.62665,0.14711,0.10353,0.17217,0.0428,0.06133,86.0,68.6,95.0,38.3,33.8,21.8,52.8,15.4,22.4,72.7,99.1,59.4,162.9
0,153.5,49.0,50,20.81,1.446,0.2359,0.16553,0.153,0.20103,0.32429,0.36483,0.60805,0.1407,0.09978,0.16448,0.04045,0.0598,79.4,63.8,87.6,36.0,31.9,21.5,49.5,14.4,20.4,68.0,92.8,55.7,153.5
0,166.3,50.3,24,18.2,1.525,0.23175,0.15747,0.15419,0.1915,0.31951,0.35945,0.59909,0.13385,0.10056,0.15668,0.03948,0.05868,81.9,69.7,90.6,38.4,33.9,22.0,52.9,15.4,21.6,72.7,99.2,59.5,166.3
0,166.8,64.0,32,23.01,1.722,0.22717,0.16306,0.16971,0.19813,0.30888,0.34749,0.57915,0.1386,0.11068,0.16211,0.04562,0.05785,86.7,78.5,95.8,38.4,34.2,26.2,52.3,15.3,25.5,71.9,98.0,58.8,166.8
0,167.1,82.5,43,29.55,1.958,0.23202,0.17095,0.17544,0.20749,0.30968,0.34838,0.58064,0.1453,0.11441,0.16977,0.0492,0.05952,91.2,81.4,100.7,39.4,35.3,29.1,52.6,15.6,27.6,72.3,98.6,59.2,167.1
0,168.9,63.0,28,22.07,1.719,0.22904,0.16787,0.16236,0.20404,0.312,0.351,0.585,0.14269,0.10589,0.16694,0.04399,0.05828,88.7,74.6,98.0,38.5,34.2,24.5,52.5,15.4,24.5,72.2,98.4,59.0,168.9
0,166.6,61.2,55,22.05,1.683,0.2405,0.17155,0.16953,0.20848,0.32792,0.36891,0.61485,0.14582,0.11056,0.17057,0.046,0.06117,87.9,75.5,97.1,39.2,34.8,25.0,53.5,15.7,24.8,73.5,100.2,60.1,166.6
0,159.7,71.1,44,27.89,1.776,0.23179,0.18278,0.17081,0.22171,0.3119,0.35088,0.58481,0.15536,0.1114,0.1814,0.04952,0.05927,92.5,75.1,102.0,37.3,33.3,26.8,50.2,14.8,26.4,69.1,94.2,56.5,159.7
0,162.0,75.7,56,28.84,1.846,0.24415,0.17143,0.17886,0.20797,0.32732,0.36824,0.61373,0.14572,0.11665,0.17016,0.04828,0.06252,84.5,76.6,93.1,38.3,34.2,27.5,51.3,15.2,25.0,70.6,96.2,57.7,162.0
0,163.1,63.0,24,23.69,1.69,0.23271,0.16718,0.16701,0.20304,0.31626,0.35579,0.59299,0.1421,0.10892,0.16612,0.04544,0.05927,86.5,75.1,95.5,38.3,34.1,25.5,52.1,15.3,24.7,71.6,97.6,58.6,163.1
0,163.2,72.0,18,27.02,1.807,0.24344,0.17259,0.17169,0.20948,0.32781,0.36878,0.61464,0.1467,0.11197,0.1714,0.04751,0.06223,88.2,76.3,97.3,39.6,35.3,26.8,53.3,15.7,25.6,73.3,100.0,60.0,163.2
0,169.3,57.4,27,20.02,1.643,0.23873,0.1697,0.16298,0.20634,0.32708,0.36796,0.61327,0.14425,0.10629,0.16883,0.04443,0.0606,89.9,75.1,99.4,40.3,35.7,24.0,55.2,16.1,24.8,75.9,103.5,62.1,169.3
0,166.9,84.6,38,30.39,1.981,0.23966,0.18064,0.17453,0.21922,0.31916,0.35906,0.59843,0.15354,0.11382,0.17936,0.05035,0.06153,94.8,79.7,104.6,40.1,35.9,28.8,53.3,15.8,27.8,73.3,100.0,60.0,166.9
0,176.6,108.1,32,34.65,2.303,0.24298,0.18422,0.17481,0.22377,0.31804,0.3578,0.59633,0.15658,0.11401,0.18309,0.05283,0.06281,105.5,87.0,116.5,44.3,39.9,32.3,58.0,17.4,31.8,79.7,108.7,65.2,176.6
0,177.5,82.8,47,26.27,2.02,0.22692,0.17478,0.16322,0.21249,0.30427,0.3423,0.5705,0.14856,0.10645,0.17386,0.04657,0.05811,98.4,79.9,108.7,40.7,36.3,27.2,54.5,16.1,27.6,75.0,102.2,61.3,177.5
0,163.0,44.9,47,16.87,1.425,0.24039,0.15521,0.14749,0.18878,0.33301,0.37463,0.62439,0.13192,0.09619,0.15446,0.03721,0.06074,79.3,65.5,87.6,39.1,34.5,20.4,54.1,15.7,20.0,74.4,101.5,60.9,163.0
0,142.0,44.1,25,21.87,1.319,0.2353,0.16928,0.14616,0.20535,0.32396,0.36446,0.60743,0.14389,0.09532,0.16801,0.0392,0.05961,75.6,56.8,83.4,33.5,29.6,20.1,46.1,13.4,18.4,63.3,86.4,51.8,142.0
0,170.9,78.0,41,26.69,1.924,0.24101,0.18015,0.1636,0.21886,0.32372,0.36418,0.60697,0.15313,0.10669,0.17906,0.0468,0.06167,95.8,75.7,105.8,40.8,36.4,26.1,54.8,16.2,26.2,75.4,102.8,61.7,170.9
0,158.8,56.5,36,22.38,1.578,0.23266,0.173,0.15524,0.2101,0.31786,0.3576,0.59599,0.14705,0.10124,0.1719,0.04248,0.05913,85.4,66.6,94.2,36.5,32.4,22.5,49.9,14.6,22.1,68.6,93.6,56.2,158.8
0,157.0,73.6,20,29.85,1.792,0.23581,0.1828,0.16727,0.22156,0.31605,0.35556,0.5926,0.15538,0.10909,0.18128,0.04821,0.06039,90.5,72.0,99.7,37.2,33.2,26.3,49.8,14.7,25.1,68.5,93.4,56.0,157.0
0,159.8,67.9,32,26.58,1.735,0.23641,0.17217,0.17428,0.20891,0.31922,0.35913,0.59854,0.14635,0.11366,0.17093,0.04859,0.06037,87.7,77.2,96.7,38.3,34.2,27.2,51.8,15.2,26.1,71.2,97.0,58.2,159.8
0,159.5,54.2,53,21.33,1.55,0.24205,0.17641,0.16051,0.2143,0.33157,0.37302,0.6217,0.14995,0.10468,0.17534,0.04417,0.06145,86.4,68.3,95.4,37.7,33.4,22.8,51.7,15.1,22.8,71.1,96.9,58.1,159.5
0,166.7,67.2,23,24.18,1.763,0.23441,0.1685,0.16171,0.2047,0.31768,0.3574,0.59566,0.14323,0.10546,0.16748,0.04478,0.05977,90.1,75.2,99.5,39.9,35.5,25.5,54.0,15.9,25.2,74.3,101.3,60.8,166.7
0,151.9,47.7,59,20.66,1.418,0.22712,0.16065,0.15608,0.1951,0.31252,0.35159,0.58598,0.13655,0.10179,0.15963,0.04073,0.05755,77.4,65.3,85.4,34.8,30.8,22.1,47.9,13.9,20.6,65.9,89.8,53.9,151.9
0,155.2,56.1,67,23.31,1.555,0.22718,0.16514,0.16852,0.20045,0.31005,0.3488,0.58133,0.14037,0.10991,0.164,0.04524,0.05776,81.5,72.4,90.0,35.7,31.7,24.9,48.7,14.3,23.5,67.0,91.4,54.8,155.2
0,164.8,59.5,65,21.88,1.65,0.23798,0.16829,0.15756,0.2045,0.32485,0.36545,0.60909,0.14305,0.10275,0.16732,0.04241,0.0605,86.2,70.2,95.2,38.8,34.4,23.2,53.0,15.5,22.9,72.8,99.3,59.6,164.8
0,166.7,81.6,35,29.36,1.944,0.24808,0.1782,0.1738,0.21629,0.33135,0.37276,0.62127,0.15147,0.11335,0.17696,0.0489,0.06362,91.5,77.6,101.0,40.6,36.3,27.8,54.2,16.1,26.4,74.5,101.6,60.9,166.7
0,166.9,95.9,55,34.46,2.109,0.24238,0.19337,0.17908,0.23453,0.31919,0.35908,0.59847,0.16437,0.11679,0.19189,0.05424,0.06251,101.6,81.8,112.1,40.5,36.5,30.6,53.4,16.0,30.0,73.4,100.1,60.1,166.9
0,157.1,46.6,36,18.85,1.426,0.23954,0.16329,0.16109,0.19847,0.33062,0.37194,0.61991,0.1388,0.10506,0.16238,0.04225,0.06062,80.3,68.9,88.8,37.5,33.1,22.5,51.8,15.0,21.9,71.2,97.1,58.2,157.1
0,155.8,42.1,66,17.34,1.35,0.23245,0.16049,0.16008,0.19514,0.32227,0.36256,0.60426,0.13642,0.1044,0.15966,0.04123,0.05872,78.1,67.7,86.3,36.0,31.7,21.7,49.9,14.5,21.1,68.6,93.6,56.1,155.8
0,159.1,58.4,67,23.07,1.606,0.24102,0.17401,0.16811,0.21129,0.32865,0.36974,0.61623,0.14791,0.10964,0.17288,0.0457,0.0613,84.7,71.1,93.5,37.3,33.1,24.2,50.9,14.9,23.4,70.0,95.4,57.3,159.1
0,164.1,50.0,47,18.58,1.51,0.22905,0.17152,0.15729,0.20855,0.31566,0.35512,0.59187,0.14579,0.10258,0.17063,0.04407,0.058,90.9,72.5,100.4,38.6,34.1,23.1,53.2,15.5,24.6,73.2,99.8,59.9,164.1
0,172.6,72.2,30,24.24,1.861,0.24521,0.167,0.16741,0.20298,0.33146,0.3729,0.62149,0.14195,0.10918,0.16608,0.04525,0.06259,89.6,78.1,99.0,41.9,37.3,26.2,56.6,16.7,25.5,77.8,106.1,63.7,172.6
0,148.6,60.3,56,27.31,1.577,0.23116,0.16857,0.16584,0.20423,0.31312,0.35226,0.58711,0.14328,0.10816,0.16709,0.04437,0.05895,78.2,66.9,86.2,34.2,30.4,24.4,46.3,13.6,21.7,63.6,86.7,52.0,148.6
0,161.0,80.4,69,31.0,1.896,0.23329,0.17061,0.18097,0.20685,0.3111,0.34999,0.58332,0.14502,0.11803,0.16924,0.05001,0.05987,86.8,80.0,95.6,37.8,33.8,29.3,50.4,15.0,26.8,69.3,94.4,56.7,161.0
0,153.4,58.6,29,24.88,1.58,0.23494,0.16892,0.1668,0.20491,0.31955,0.3595,0.59916,0.14358,0.10878,0.16765,0.04491,0.05982,81.0,69.6,89.4,35.9,31.9,24.5,48.8,14.3,22.7,67.1,91.5,54.9,153.4
0,151.3,53.2,51,23.27,1.496,0.25163,0.16983,0.15693,0.20606,0.344,0.387,0.645,0.14435,0.10235,0.1686,0.04211,0.06393,79.8,64.1,88.0,37.6,33.4,22.3,51.5,15.0,20.8,70.8,96.5,57.9,151.3
0,169.1,49.1,29,17.18,1.519,0.23242,0.15947,0.1598,0.19399,0.32111,0.36125,0.60208,0.13555,0.10421,0.15872,0.04115,0.05879,84.0,73.2,92.9,39.0,34.4,22.5,53.8,15.6,22.8,74.0,100.9,60.5,169.1
0,166.2,66.7,61,24.15,1.755,0.24311,0.17264,0.16726,0.20971,0.32956,0.37075,0.61792,0.14674,0.10908,0.17158,0.04536,0.06198,87.3,73.6,96.4,39.1,34.8,24.9,53.1,15.6,24.1,73.0,99.5,59.7,166.2
0,165.6,66.7,41,24.34,1.752,0.2395,0.17121,0.16174,0.20796,0.32458,0.36515,0.60858,0.14553,0.10548,0.17015,0.04454,0.06106,88.9,73.0,98.1,39.6,35.2,24.8,53.6,15.8,24.3,73.7,100.6,60.3,165.6
0,168.8,76.3,21,26.81,1.892,0.24285,0.17158,0.17415,0.2084,0.32638,0.36718,0.61197,0.14585,0.11357,0.17051,0.04835,0.06213,90.9,80.3,100.4,41.0,36.6,27.9,55.1,16.3,27.0,75.7,103.2,61.9,168.8
0,159.2,54.1,53,21.32,1.546,0.23373,0.16611,0.15684,0.2018,0.32021,0.36024,0.6004,0.1412,0.10228,0.16511,0.04204,0.05933,83.3,68.4,92.0,37.3,33.1,22.8,51.1,14.9,22.2,70.3,95.9,57.5,159.2
0,159.6,56.9,67,22.33,1.587,0.2417,0.1735,0.16334,0.21072,0.33017,0.37144,0.61906,0.14747,0.10652,0.17241,0.04492,0.06143,86.3,70.6,95.2,38.2,33.9,23.8,52.2,15.3,23.5,71.8,98.0,58.8,159.6
0,177.4,58.8,65,18.7,1.703,0.22759,0.16674,0.15992,0.20287,0.31221,0.35123,0.58539,0.14173,0.1043,0.16599,0.04326,0.05774,93.0,77.5,102.8,40.4,35.8,23.9,55.4,16.2,25.4,76.2,103.9,62.3,177.4
0,160.8,42.1,31,16.29,1.372,0.22699,0.16232,0.1452,0.19745,0.31516,0.35455,0.59092,0.13797,0.09469,0.16155,0.03796,0.0573,82.0,63.8,90.7,36.5,32.2,19.9,50.7,14.7,20.2,69.7,95.0,57.0,160.8
0,167.5,55.9,34,19.92,1.612,0.23883,0.16946,0.15907,0.20603,0.32753,0.36847,0.61411,0.14404,0.10374,0.16857,0.04337,0.0606,89.1,72.8,98.5,40.0,35.4,23.4,54.8,16.0,24.0,75.4,102.8,61.7,167.5
0,162.5,48.6,66,18.41,1.482,0.23155,0.16236,0.16149,0.19741,0.31942,0.35935,0.59892,0.13801,0.10532,0.16152,0.04246,0.05861,83.1,71.9,91.8,37.7,33.3,22.9,52.0,15.1,22.9,71.5,97.5,58.5,162.5
0,149.9,57.2,20,25.46,1.544,0.22724,0.16726,0.15559,0.20278,0.30907,0.34771,0.57951,0.14217,0.10147,0.16591,0.04188,0.05785,79.5,64.3,87.6,34.4,30.6,23.0,46.8,13.7,21.0,64.3,87.7,52.6,149.9
0,148.6,48.6,55,22.02,1.417,0.22835,0.16184,0.16138,0.19641,0.31349,0.35268,0.58779,0.13756,0.10525,0.1607,0.04179,0.05792,75.1,65.1,82.8,33.7,29.9,22.6,46.3,13.5,20.4,63.7,86.8,52.1,148.6
0,158.6,55.2,40,21.94,1.559,0.22914,0.16318,0.15283,0.19819,0.31346,0.35265,0.58774,0.1387,0.09967,0.16216,0.04047,0.0582,81.6,66.5,90.1,36.5,32.4,22.4,49.9,14.6,21.3,68.6,93.6,56.2,158.6
0,169.7,58.6,30,20.34,1.661,0.23597,0.16385,0.16554,0.19923,0.32296,0.36333,0.60555,0.13928,0.10796,0.163,0.0438,0.05992,86.5,76.0,95.7,39.7,35.2,24.4,54.3,15.9,24.4,74.7,101.8,61.1,169.7
0,167.9,45.1,26,16.0,1.45,0.23329,0.16224,0.15659,0.1974,0.32353,0.36397,0.60661,0.1379,0.10213,0.16151,0.04098,0.05892,85.4,71.7,94.5,39.1,34.5,21.8,54.2,15.7,22.7,74.5,101.7,61.0,167.9
0,168.7,88.5,38,31.08,2.036,0.238,0.18109,0.17158,0.2198,0.31605,0.35556,0.5926,0.15393,0.1119,0.17984,0.04985,0.06118,96.5,79.5,106.5,40.4,36.2,28.8,53.6,16.0,28.0,73.7,100.6,60.3,168.7
0,155.8,49.2,58,20.29,1.46,0.23994,0.17046,0.17344,0.20709,0.33003,0.37129,0.61881,0.14489,0.11311,0.16944,0.04633,0.06081,81.5,72.1,90.0,36.5,32.3,24.0,50.2,14.6,23.3,69.1,94.2,56.5,155.8
0,173.5,67.5,25,22.42,1.803,0.23314,0.16233,0.1684,0.19736,0.31672,0.35631,0.59384,0.13798,0.10983,0.16148,0.0449,0.05939,88.6,79.9,97.9,40.5,36.0,26.2,55.0,16.1,25.8,75.7,103.2,61.9,173.5
0,155.9,45.7,34,18.78,1.406,0.2396,0.16953,0.15908,0.20604,0.3309,0.37226,0.62043,0.1441,0.10375,0.16858,0.04274,0.06062,82.3,67.1,90.9,37.0,32.7,21.9,51.1,14.8,21.8,70.3,95.9,57.5,155.9
0,163.9,76.2,33,28.37,1.863,0.24815,0.1716,0.17253,0.20825,0.3328,0.3744,0.624,0.14586,0.11252,0.17038,0.04811,0.06354,89.3,78.1,98.5,41.1,36.7,27.8,55.1,16.3,26.4,75.8,103.4,62.0,163.9
0,162.4,65.0,33,24.64,1.713,0.22704,0.15954,0.16492,0.19372,0.30784,0.34632,0.5772,0.13561,0.10756,0.1585,0.04408,0.05788,84.0,75.5,92.7,38.0,33.8,25.9,51.6,15.1,24.4,70.9,96.7,58.0,162.4
0,161.3,54.4,45,20.9,1.561,0.23372,0.16114,0.14986,0.19581,0.32032,0.36036,0.60061,0.13697,0.09773,0.1602,0.03947,0.05932,82.4,66.6,91.0,38.0,33.7,22.0,52.1,15.2,21.2,71.7,97.7,58.6,161.3
0,171.6,66.2,68,22.5,1.777,0.22971,0.17505,0.15743,0.2128,0.31221,0.35123,0.58539,0.14879,0.10267,0.17411,0.04534,0.0585,97.5,76.2,107.7,40.7,36.2,25.1,55.4,16.2,26.6,76.1,103.8,62.3,171.6
0,157.7,79.6,33,31.99,1.867,0.23999,0.17713,0.17695,0.21462,0.31975,0.35972,0.59953,0.15056,0.1154,0.1756,0.04993,0.06161,88.1,76.5,97.0,38.0,34.0,28.4,50.6,15.0,26.1,69.6,94.9,56.9,157.7
0,153.3,55.8,63,23.75,1.542,0.24287,0.1697,0.16188,0.20592,0.33132,0.37274,0.62123,0.14424,0.10557,0.16848,0.04316,0.06176,80.0,66.3,88.2,36.4,32.3,23.1,49.7,14.5,21.4,68.3,93.2,55.9,153.3
0,162.6,61.7,69,23.32,1.669,0.2342,0.16506,0.16229,0.20048,0.31868,0.35851,0.59752,0.1403,0.10584,0.16403,0.04385,0.05962,85.5,73.1,94.4,38.6,34.3,24.7,52.5,15.4,23.9,72.2,98.5,59.1,162.6
0,159.8,52.3,63,20.49,1.524,0.22361,0.15804,0.15908,0.19204,0.30697,0.34534,0.57557,0.13434,0.10375,0.15712,0.04196,0.05671,81.9,71.7,90.5,36.9,32.7,23.7,50.6,14.8,22.9,69.6,95.0,57.0,159.8
0,185.5,59.9,31,17.43,1.757,0.24444,0.16231,0.15554,0.19757,0.33582,0.37779,0.62966,0.13796,0.10144,0.16165,0.04058,0.06198,92.5,77.1,102.3,44.3,39.2,22.9,60.9,17.7,24.3,83.8,114.2,68.5,185.5
0,167.1,65.3,63,23.4,1.742,0.2349,0.16853,0.16076,0.20477,0.319,0.35887,0.59812,0.14325,0.10484,0.16754,0.04407,0.05984,89.1,73.9,98.4,39.5,35.2,24.8,53.7,15.8,24.5,73.8,100.7,60.4,167.1
0,159.7,64.8,61,25.41,1.696,0.23436,0.17636,0.1591,0.21404,0.31746,0.35715,0.59524,0.1499,0.10376,0.17512,0.04465,0.05977,88.5,69.4,97.7,37.4,33.3,24.2,50.7,14.9,23.6,69.7,95.1,57.1,159.7
0,155.3,69.9,55,28.99,1.737,0.25259,0.17903,0.15944,0.21699,0.33961,0.38206,0.63676,0.15218,0.10398,0.17754,0.04469,0.06461,86.3,66.9,95.1,38.8,34.6,24.3,52.1,15.4,22.7,71.7,97.7,58.6,155.3
0,149.7,36.8,37,16.41,1.237,0.23109,0.15295,0.15449,0.18599,0.32176,0.36198,0.6033,0.13001,0.10075,0.15218,0.03809,0.05827,71.4,62.7,78.9,34.3,30.2,20.3,47.8,13.8,18.7,65.7,89.6,53.8,149.7
0,155.5,48.0,62,19.86,1.441,0.23617,0.16265,0.15656,0.19761,0.32525,0.36591,0.60985,0.13825,0.1021,0.16168,0.04069,0.05982,78.6,65.8,86.8,36.3,32.1,21.8,50.0,14.6,20.7,68.8,93.8,56.3,155.5
0,163.3,58.1,65,21.79,1.623,0.23823,0.16567,0.16158,0.20129,0.32546,0.36614,0.61024,0.14082,0.10538,0.16469,0.04286,0.06054,83.9,71.1,92.6,38.4,34.0,23.6,52.4,15.3,22.8,72.1,98.3,59.0,163.3
0,172.2,71.3,58,24.03,1.846,0.22976,0.16641,0.1534,0.20226,0.31081,0.34966,0.58277,0.14145,0.10004,0.16548,0.04247,0.05863,92.4,74.1,102.2,40.6,36.2,24.8,55.0,16.2,24.8,75.6,103.1,61.8,172.2
0,170.1,67.9,51,23.46,1.791,0.23303,0.17253,0.15814,0.20968,0.31602,0.35552,0.59254,0.14665,0.10314,0.17156,0.04468,0.0594,94.2,75.1,104.1,40.5,36.0,25.1,54.9,16.1,25.7,75.5,103.0,61.8,170.1
0,164.1,63.4,46,23.55,1.7,0.23554,0.17103,0.17219,0.20774,0.32012,0.36013,0.60022,0.14538,0.1123,0.16997,0.04675,0.05999,86.6,75.8,95.7,38.0,33.8,25.7,51.6,15.1,24.9,71.0,96.8,58.1,164.1
0,160.3,66.2,20,25.77,1.717,0.23654,0.16901,0.16327,0.20512,0.32002,0.36002,0.60004,0.14366,0.10648,0.16783,0.04483,0.06035,86.1,72.3,95.0,38.4,34.2,25.3,51.9,15.3,24.0,71.4,97.3,58.4,160.3
0,164.3,55.7,27,20.62,1.594,0.22307,0.17172,0.15596,0.20871,0.30563,0.34384,0.57306,0.14596,0.10171,0.17076,0.04324,0.05662,89.6,70.7,99.0,37.0,32.8,23.1,50.7,14.8,23.7,69.8,95.1,57.1,164.3
0,159.0,71.2,37,28.19,1.774,0.22736,0.17589,0.1671,0.21332,0.30579,0.34401,0.57335,0.1495,0.10898,0.17453,0.04746,0.05815,89.5,74.0,98.7,36.8,32.9,26.5,49.6,14.6,25.4,68.1,92.9,55.7,159.0
0,174.2,78.5,19,25.89,1.949,0.24523,0.17549,0.15809,0.21329,0.32967,0.37088,0.61813,0.14917,0.1031,0.17451,0.04498,0.06273,96.6,75.7,106.8,43.0,38.4,25.8,57.8,17.1,26.1,79.4,108.3,65.0,174.2
0,161.2,59.2,44,22.77,1.628,0.22759,0.17625,0.1636,0.21407,0.31033,0.34912,0.58186,0.14981,0.1067,0.17515,0.04606,0.05789,89.7,72.4,99.1,36.9,32.7,24.4,50.3,14.7,24.7,69.2,94.3,56.6,161.2
0,161.9,82.8,49,31.57,1.929,0.22777,0.18,0.16374,0.21824,0.30313,0.34102,0.56837,0.153,0.10678,0.17856,0.04729,0.0585,92.9,73.5,102.4,37.4,33.5,27.0,49.8,14.8,25.7,68.4,93.3,56.0,161.9
0,147.4,68.1,27,31.33,1.67,0.22893,0.16418,0.16326,0.19863,0.30719,0.34559,0.57598,0.13955,0.10648,0.16252,0.0435,0.0586,77.3,66.8,85.0,34.3,30.6,25.2,46.0,13.6,21.5,63.3,86.3,51.8,147.4
